timestamp_day,hour,replica,mem_mib,cpu_millicores
14,5,checkout-6d9-a,142.9,6.7
14,5,checkout-6d9-b,146.6,6.8
14,6,checkout-6d9-a,156.6,5.6
14,6,checkout-6d9-b,147.3,5.6
14,7,checkout-6d9-a,154.4,7.3
14,7,checkout-6d9-b,156.3,5.4
14,8,checkout-6d9-a,181.6,7.8
14,8,checkout-6d9-b,175.2,4.1
14,9,checkout-6d9-a,197.5,5.8
14,9,checkout-6d9-b,194.4,7.4
14,10,checkout-6d9-a,208.5,3.4
14,10,checkout-6d9-b,221.1,8.2
14,11,checkout-6d9-a,219.6,7.8
14,11,checkout-6d9-b,222.4,8.1
14,12,checkout-6d9-a,236.2,7.4
14,12,checkout-6d9-b,220.1,9.8
14,13,checkout-6d9-a,196.8,6.7
14,13,checkout-6d9-b,205.0,10.5
14,14,checkout-6d9-a,225.0,7.2
14,14,checkout-6d9-b,216.7,7.9
14,15,checkout-6d9-a,240.4,8.4
14,15,checkout-6d9-b,236.2,8.0
14,16,checkout-6d9-a,283.5,9.9
14,16,checkout-6d9-b,272.3,9.7
14,17,checkout-6d9-a,313.1,8.7
14,17,checkout-6d9-b,319.9,11.4
14,18,checkout-6d9-a,356.2,10.0
14,18,checkout-6d9-b,350.7,13.2
14,19,checkout-6d9-a,391.5,14.3
14,19,checkout-6d9-b,382.9,14.6
14,20,checkout-6d9-a,413.1,16.4
14,20,checkout-6d9-b,406.4,16.1
14,21,checkout-6d9-a,410.2,12.0
14,21,checkout-6d9-b,393.0,10.7
14,22,checkout-6d9-a,367.8,14.0
14,22,checkout-6d9-b,360.4,10.4
14,23,checkout-6d9-a,296.5,9.6
14,23,checkout-6d9-b,318.0,9.6
15,0,checkout-6d9-a,166.9,6.9
15,0,checkout-6d9-b,157.3,6.4
15,1,checkout-6d9-a,153.0,7.9
15,1,checkout-6d9-b,154.1,2
15,2,checkout-6d9-a,145.0,5.5
15,2,checkout-6d9-b,159.8,5.3
15,3,checkout-6d9-a,138.5,6.7
15,3,checkout-6d9-b,147.9,7.0
15,4,checkout-6d9-a,145.7,5.5
15,4,checkout-6d9-b,167.2,7.2
15,5,checkout-6d9-a,160.0,7.1
15,5,checkout-6d9-b,166.5,8.5
15,6,checkout-6d9-a,156.7,4.5
15,6,checkout-6d9-b,139.5,2.5
15,7,checkout-6d9-a,176.2,7.9
15,7,checkout-6d9-b,177.9,7.6
15,8,checkout-6d9-a,191.9,7.4
15,8,checkout-6d9-b,192.7,7.0
15,9,checkout-6d9-a,225.6,9.0
15,9,checkout-6d9-b,222.7,9.9
15,10,checkout-6d9-a,227.7,7.9
15,10,checkout-6d9-b,218.5,5.7
15,11,checkout-6d9-a,248.3,11.1
15,11,checkout-6d9-b,239.5,7.4
15,12,checkout-6d9-a,243.8,8.2
15,12,checkout-6d9-b,250.3,7.4
15,13,checkout-6d9-a,229.4,8.5
15,13,checkout-6d9-b,238.0,11.0
15,14,checkout-6d9-a,251.0,10.2
15,14,checkout-6d9-b,231.6,10.7
15,15,checkout-6d9-a,269.1,9.6
15,15,checkout-6d9-b,262.1,9.7
15,16,checkout-6d9-a,306.1,11.5
15,16,checkout-6d9-b,294.4,10.7
15,17,checkout-6d9-a,346.5,13.7
15,17,checkout-6d9-b,345.3,12.1
15,18,checkout-6d9-a,400.1,12.3
15,18,checkout-6d9-b,396.2,13.9
15,19,checkout-6d9-a,453.7,11.9
15,19,checkout-6d9-b,444.9,15.7
15,20,checkout-6d9-a,434.9,15.7
15,20,checkout-6d9-b,457.9,16.8
15,21,checkout-6d9-a,441.1,15.3
15,21,checkout-6d9-b,450.7,17.3
15,22,checkout-6d9-a,402.9,13.6
15,22,checkout-6d9-b,395.3,13.2
15,23,checkout-6d9-a,348.2,11.2
15,23,checkout-6d9-b,363.6,11.5
16,0,checkout-6d9-a,150.3,3.8
16,0,checkout-6d9-b,140.8,4.6
16,1,checkout-6d9-a,151.9,7.2
16,1,checkout-6d9-b,141.4,7.0
16,2,checkout-6d9-a,146.9,8.3
16,2,checkout-6d9-b,152.9,7.6
16,3,checkout-6d9-a,154.2,5.3
16,3,checkout-6d9-b,154.8,4.8
16,4,checkout-6d9-a,145.5,4.6
16,4,checkout-6d9-b,158.3,6.2
16,5,checkout-6d9-a,149.0,6.1
16,5,checkout-6d9-b,160.5,8.3
16,6,checkout-6d9-a,167.7,8.0
16,6,checkout-6d9-b,168.3,8.0
16,7,checkout-6d9-a,172.1,5.3
16,7,checkout-6d9-b,171.7,7.2
16,8,checkout-6d9-a,195.1,6.1
16,8,checkout-6d9-b,218.8,9.0
16,9,checkout-6d9-a,214.8,5.5
16,9,checkout-6d9-b,216.3,7.1
16,10,checkout-6d9-a,241.5,8.0
16,10,checkout-6d9-b,251.4,6.8
16,11,checkout-6d9-a,242.4,9.5
16,11,checkout-6d9-b,242.5,8.6
16,12,checkout-6d9-a,253.1,8.3
16,12,checkout-6d9-b,247.8,10.3
16,13,checkout-6d9-a,248.5,7.7
16,13,checkout-6d9-b,250.0,11.2
16,14,checkout-6d9-a,244.5,9.1
16,14,checkout-6d9-b,228.1,9.9
16,15,checkout-6d9-a,269.2,8.5
16,15,checkout-6d9-b,254.5,8.9
16,16,checkout-6d9-a,289.0,11.3
16,16,checkout-6d9-b,302.4,13.1
16,17,checkout-6d9-a,347.3,11.6
16,17,checkout-6d9-b,351.2,10.6
16,18,checkout-6d9-a,391.7,13.6
16,18,checkout-6d9-b,387.0,16.0
16,19,checkout-6d9-a,446.4,15.1
16,19,checkout-6d9-b,432.2,16.4
16,20,checkout-6d9-a,457.4,14.9
16,20,checkout-6d9-b,445.6,13.8
16,21,checkout-6d9-a,420.2,16.7
16,21,checkout-6d9-b,444.5,14.7
16,22,checkout-6d9-a,415.8,13.5
16,22,checkout-6d9-b,393.6,10.3
16,23,checkout-6d9-a,338.5,11.4
16,23,checkout-6d9-b,340.6,12.1
17,0,checkout-6d9-a,145.1,6.5
17,0,checkout-6d9-b,150.8,6.4
17,1,checkout-6d9-a,152.8,6.2
17,1,checkout-6d9-b,151.9,4.6
17,2,checkout-6d9-a,149.0,7.1
17,2,checkout-6d9-b,150.1,6.2
17,3,checkout-6d9-a,157.0,5.0
17,3,checkout-6d9-b,146.7,4.9
17,4,checkout-6d9-a,150.8,5.6
17,4,checkout-6d9-b,141.0,5.1
17,5,checkout-6d9-a,144.5,6.5
17,5,checkout-6d9-b,157.9,6.6
17,6,checkout-6d9-a,164.3,6.4
17,6,checkout-6d9-b,162.6,6.6
17,7,checkout-6d9-a,167.6,5.9
17,7,checkout-6d9-b,179.8,6.0
17,8,checkout-6d9-a,192.9,4.8
17,8,checkout-6d9-b,197.0,6.2
17,9,checkout-6d9-a,204.9,9.9
17,9,checkout-6d9-b,211.6,7.5
17,10,checkout-6d9-a,243.3,7.7
17,10,checkout-6d9-b,221.8,8.0
17,11,checkout-6d9-a,235.6,11.5
17,11,checkout-6d9-b,227.3,7.1
17,12,checkout-6d9-a,256.7,5.8
17,12,checkout-6d9-b,245.7,7.0
17,13,checkout-6d9-a,239.0,10.0
17,13,checkout-6d9-b,237.8,8.3
17,14,checkout-6d9-a,227.7,8.7
17,14,checkout-6d9-b,243.5,8.3
17,15,checkout-6d9-a,262.2,8.6
17,15,checkout-6d9-b,263.0,9.6
17,16,checkout-6d9-a,282.6,9.3
17,16,checkout-6d9-b,285.9,9.9
17,17,checkout-6d9-a,352.2,12.6
17,17,checkout-6d9-b,348.6,11.0
17,18,checkout-6d9-a,388.2,13.3
17,18,checkout-6d9-b,403.6,13.8
17,19,checkout-6d9-a,428.5,13.5
17,19,checkout-6d9-b,439.4,13.8
17,20,checkout-6d9-a,448.2,13.1
17,20,checkout-6d9-b,437.5,13.0
17,21,checkout-6d9-a,437.6,14.0
17,21,checkout-6d9-b,432.3,16.4
17,22,checkout-6d9-a,387.5,14.2
17,22,checkout-6d9-b,401.9,11.7
17,23,checkout-6d9-a,341.5,10.4
17,23,checkout-6d9-b,342.4,11.7
18,0,checkout-6d9-a,164.4,9.0
18,0,checkout-6d9-b,158.8,6.0
18,1,checkout-6d9-a,152.0,4.9
18,1,checkout-6d9-b,143.4,3.6
18,2,checkout-6d9-a,159.0,8.2
18,2,checkout-6d9-b,158.5,7.6
18,3,checkout-6d9-a,149.1,6.0
18,3,checkout-6d9-b,152.8,4.5
18,4,checkout-6d9-a,143.4,4.1
18,4,checkout-6d9-b,150.7,11.2
18,5,checkout-6d9-a,169.8,6.3
18,5,checkout-6d9-b,146.2,6.9
18,6,checkout-6d9-a,158.1,6.6
18,6,checkout-6d9-b,161.2,6.3
18,7,checkout-6d9-a,172.2,10.0
18,7,checkout-6d9-b,178.4,7.6
18,8,checkout-6d9-a,191.2,8.6
18,8,checkout-6d9-b,196.4,7.4
18,9,checkout-6d9-a,222.8,10.0
18,9,checkout-6d9-b,219.4,7.0
18,10,checkout-6d9-a,228.3,9.2
18,10,checkout-6d9-b,234.0,8.0
18,11,checkout-6d9-a,246.3,7.3
18,11,checkout-6d9-b,248.5,8.8
18,12,checkout-6d9-a,254.7,8.9
18,12,checkout-6d9-b,232.5,6.9
18,13,checkout-6d9-a,228.9,9.5
18,13,checkout-6d9-b,254.5,7.7
18,14,checkout-6d9-a,230.7,7.1
18,14,checkout-6d9-b,234.6,7.5
18,15,checkout-6d9-a,266.8,8.0
18,15,checkout-6d9-b,262.0,10.2
18,16,checkout-6d9-a,300.0,15.4
18,16,checkout-6d9-b,296.5,8.9
18,17,checkout-6d9-a,328.8,11.8
18,17,checkout-6d9-b,357.9,13.8
18,18,checkout-6d9-a,398.3,14.3
18,18,checkout-6d9-b,395.2,10.5
18,19,checkout-6d9-a,433.5,14.6
18,19,checkout-6d9-b,435.3,12.9
18,20,checkout-6d9-a,455.4,16.3
18,20,checkout-6d9-b,462.1,17.3
18,21,checkout-6d9-a,426.7,19.0
18,21,checkout-6d9-b,435.6,17.0
18,22,checkout-6d9-a,407.0,14.4
18,22,checkout-6d9-b,391.1,12.5
18,23,checkout-6d9-a,338.0,10.1
18,23,checkout-6d9-b,342.9,12.8
19,0,checkout-6d9-a,141.1,7.3
19,0,checkout-6d9-b,152.2,4.0
19,1,checkout-6d9-a,179.4,4.9
19,1,checkout-6d9-b,163.0,4.6
19,2,checkout-6d9-a,143.3,4.9
19,2,checkout-6d9-b,173.5,5.9
19,3,checkout-6d9-a,155.5,9.2
19,3,checkout-6d9-b,153.3,5.0
19,4,checkout-6d9-a,158.5,8.1
19,4,checkout-6d9-b,154.3,7.0
19,5,checkout-6d9-a,171.6,5.7
19,5,checkout-6d9-b,162.8,4.2
19,6,checkout-6d9-a,159.4,4.6
19,6,checkout-6d9-b,175.4,8.8
19,7,checkout-6d9-a,175.6,5.3
19,7,checkout-6d9-b,193.4,5.4
19,8,checkout-6d9-a,199.5,10.6
19,8,checkout-6d9-b,201.0,11.4
19,9,checkout-6d9-a,220.2,8.0
19,9,checkout-6d9-b,218.3,6.6
19,10,checkout-6d9-a,240.7,9.9
19,10,checkout-6d9-b,243.6,6.8
19,11,checkout-6d9-a,249.8,11.2
19,11,checkout-6d9-b,257.6,10.1
19,12,checkout-6d9-a,275.8,10.5
19,12,checkout-6d9-b,245.2,8.4
19,13,checkout-6d9-a,257.3,8.5
19,13,checkout-6d9-b,255.4,7.9
19,14,checkout-6d9-a,279.3,4.4
19,14,checkout-6d9-b,258.9,10.5
19,15,checkout-6d9-a,269.6,9.4
19,15,checkout-6d9-b,269.1,10.4
19,16,checkout-6d9-a,312.0,12.9
19,16,checkout-6d9-b,305.1,11.6
19,17,checkout-6d9-a,373.1,10.3
19,17,checkout-6d9-b,352.2,13.6
19,18,checkout-6d9-a,428.7,13.6
19,18,checkout-6d9-b,414.1,15.4
19,19,checkout-6d9-a,479.9,16.8
19,19,checkout-6d9-b,472.1,15.6
19,20,checkout-6d9-a,490.6,15.6
19,20,checkout-6d9-b,478.6,15.4
19,21,checkout-6d9-a,430.8,13.4
19,21,checkout-6d9-b,463.4,16.4
19,22,checkout-6d9-a,415.9,15.6
19,22,checkout-6d9-b,434.0,15.3
19,23,checkout-6d9-a,359.7,11.2
19,23,checkout-6d9-b,368.5,11.4
20,0,checkout-6d9-a,124.4,5.1
20,0,checkout-6d9-b,136.2,5.7
20,1,checkout-6d9-a,139.7,5.2
20,1,checkout-6d9-b,148.5,6.2
20,2,checkout-6d9-a,132.4,5.3
20,2,checkout-6d9-b,146.5,4.9
20,3,checkout-6d9-a,131.5,4.2
20,3,checkout-6d9-b,135.5,6.3
20,4,checkout-6d9-a,139.6,6.2
20,4,checkout-6d9-b,140.9,8.1
20,5,checkout-6d9-a,125.9,7.0
20,5,checkout-6d9-b,139.0,7.9
20,6,checkout-6d9-a,141.5,8.1
20,6,checkout-6d9-b,137.6,7.1
20,7,checkout-6d9-a,144.8,5.6
20,7,checkout-6d9-b,153.5,2.5
20,8,checkout-6d9-a,163.9,6.2
20,8,checkout-6d9-b,165.0,6.1
20,9,checkout-6d9-a,192.5,6.7
20,9,checkout-6d9-b,210.6,9.6
20,10,checkout-6d9-a,198.3,9.0
20,10,checkout-6d9-b,214.4,7.6
20,11,checkout-6d9-a,238.3,9.6
20,11,checkout-6d9-b,220.7,7.3
20,12,checkout-6d9-a,229.7,10.2
20,12,checkout-6d9-b,226.2,6.7
20,13,checkout-6d9-a,218.8,8.4
20,13,checkout-6d9-b,218.7,6.2
20,14,checkout-6d9-a,226.8,8.1
20,14,checkout-6d9-b,217.2,9.1
20,15,checkout-6d9-a,236.1,10.5
20,15,checkout-6d9-b,224.7,8.2
20,16,checkout-6d9-a,259.2,9.7
20,16,checkout-6d9-b,264.0,9.5
20,17,checkout-6d9-a,312.8,12.6
20,17,checkout-6d9-b,299.1,9.5
20,18,checkout-6d9-a,361.6,10.5
20,18,checkout-6d9-b,367.3,13.8
20,19,checkout-6d9-a,397.4,13.9
20,19,checkout-6d9-b,393.6,15.2
20,20,checkout-6d9-a,393.0,10.1
20,20,checkout-6d9-b,410.5,15.7
20,21,checkout-6d9-a,394.5,13.4
20,21,checkout-6d9-b,385.7,14.5
20,22,checkout-6d9-a,353.8,10.8
20,22,checkout-6d9-b,362.5,11.2
20,23,checkout-6d9-a,296.6,8.7
20,23,checkout-6d9-b,318.4,11.1
21,0,checkout-6d9-a,131.8,6.1
21,0,checkout-6d9-b,124.6,5.8
21,1,checkout-6d9-a,132.6,5.4
21,1,checkout-6d9-b,129.4,5.1
21,2,checkout-6d9-a,143.0,6.5
21,2,checkout-6d9-b,140.0,5.9
21,3,checkout-6d9-a,122.0,2.4
21,3,checkout-6d9-b,141.4,6.4
21,4,checkout-6d9-a,135.6,4.5
21,4,checkout-6d9-b,131.6,5.5
21,5,checkout-6d9-a,138.8,5.1
21,5,checkout-6d9-b,141.8,6.0
21,6,checkout-6d9-a,134.5,4.7
21,6,checkout-6d9-b,143.1,5.8
21,7,checkout-6d9-a,149.5,7.3
21,7,checkout-6d9-b,164.2,6.2
21,8,checkout-6d9-a,185.2,8.0
21,8,checkout-6d9-b,166.9,8.8
21,9,checkout-6d9-a,197.9,6.2
21,9,checkout-6d9-b,195.9,6.5
21,10,checkout-6d9-a,200.1,3.3
21,10,checkout-6d9-b,218.3,11.0
21,11,checkout-6d9-a,209.1,6.0
21,11,checkout-6d9-b,220.0,8.6
21,12,checkout-6d9-a,223.7,8.7
21,12,checkout-6d9-b,229.1,6.5
21,13,checkout-6d9-a,220.9,5.4
21,13,checkout-6d9-b,209.7,7.2
21,14,checkout-6d9-a,223.6,9.1
21,14,checkout-6d9-b,229.2,8.2
21,15,checkout-6d9-a,247.5,8.0
21,15,checkout-6d9-b,246.6,8.4
21,16,checkout-6d9-a,258.3,8.9
21,16,checkout-6d9-b,272.0,9.6
21,17,checkout-6d9-a,319.0,9.3
21,17,checkout-6d9-b,322.0,12.2
21,18,checkout-6d9-a,348.2,12.9
21,18,checkout-6d9-b,377.3,14.0
21,19,checkout-6d9-a,384.5,11.9
21,19,checkout-6d9-b,387.7,12.8
21,20,checkout-6d9-a,406.3,15.6
21,20,checkout-6d9-b,391.4,12.4
21,21,checkout-6d9-a,398.3,11.9
21,21,checkout-6d9-b,378.5,14.5
21,22,checkout-6d9-a,367.0,10.8
21,22,checkout-6d9-b,351.4,13.0
21,23,checkout-6d9-a,297.0,10.8
21,23,checkout-6d9-b,308.9,13.2
22,0,checkout-6d9-a,141.1,5.4
22,0,checkout-6d9-b,166.2,3.7
22,1,checkout-6d9-a,141.2,6.0
22,1,checkout-6d9-b,165.2,7.2
22,2,checkout-6d9-a,137.9,5.5
22,2,checkout-6d9-b,132.2,3.8
22,3,checkout-6d9-a,151.8,6.4
22,3,checkout-6d9-b,161.1,4.5
22,4,checkout-6d9-a,150.6,5.6
22,4,checkout-6d9-b,151.0,4.8
22,5,checkout-6d9-a,170.1,5.7
22,5,checkout-6d9-b,138.5,6.6
22,6,checkout-6d9-a,162.6,5.2
22,6,checkout-6d9-b,167.3,8.5
22,7,checkout-6d9-a,179.7,6.2
22,7,checkout-6d9-b,165.4,7.0
22,8,checkout-6d9-a,184.9,4.2
22,8,checkout-6d9-b,208.1,9.1
22,9,checkout-6d9-a,224.1,8.3
22,9,checkout-6d9-b,220.2,8.7
22,10,checkout-6d9-a,224.9,8.6
22,10,checkout-6d9-b,216.0,7.7
22,11,checkout-6d9-a,255.4,7.7
22,11,checkout-6d9-b,251.7,11.3
22,12,checkout-6d9-a,243.1,7.8
22,12,checkout-6d9-b,237.7,6.8
22,13,checkout-6d9-a,251.3,11.6
22,13,checkout-6d9-b,236.4,7.6
22,14,checkout-6d9-a,241.8,7.7
22,14,checkout-6d9-b,242.9,11.3
22,15,checkout-6d9-a,267.1,7.1
22,15,checkout-6d9-b,285.1,10.5
22,16,checkout-6d9-a,299.9,10.5
22,16,checkout-6d9-b,298.9,11.1
22,17,checkout-6d9-a,356.5,12.9
22,17,checkout-6d9-b,349.9,10.9
22,18,checkout-6d9-a,393.6,12.3
22,18,checkout-6d9-b,402.6,14.5
22,19,checkout-6d9-a,435.6,13.3
22,19,checkout-6d9-b,430.2,17.3
22,20,checkout-6d9-a,448.1,18.6
22,20,checkout-6d9-b,451.3,16.1
22,21,checkout-6d9-a,441.5,15.7
22,21,checkout-6d9-b,418.0,15.9
22,22,checkout-6d9-a,408.4,17.1
22,22,checkout-6d9-b,367.3,11.8
22,23,checkout-6d9-a,346.2,12.5
22,23,checkout-6d9-b,331.7,12.8
23,0,checkout-6d9-a,150.5,4.6
23,0,checkout-6d9-b,144.2,3.8
23,1,checkout-6d9-a,157.2,8.1
23,1,checkout-6d9-b,166.1,6.8
23,2,checkout-6d9-a,162.3,8.7
23,2,checkout-6d9-b,157.6,5.2
23,3,checkout-6d9-a,149.3,7.0
23,3,checkout-6d9-b,135.5,4.3
23,4,checkout-6d9-a,158.2,8.4
23,4,checkout-6d9-b,167.6,6.2
23,5,checkout-6d9-a,147.5,6.3
23,5,checkout-6d9-b,152.0,5.4
23,6,checkout-6d9-a,156.1,6.1
23,6,checkout-6d9-b,166.0,5.6
23,7,checkout-6d9-a,176.6,10.2
23,7,checkout-6d9-b,174.7,7.0
23,8,checkout-6d9-a,189.0,7.2
23,8,checkout-6d9-b,193.8,8.7
23,9,checkout-6d9-a,200.2,8.2
23,9,checkout-6d9-b,208.7,6.7
23,10,checkout-6d9-a,238.9,8.7
23,10,checkout-6d9-b,248.3,8.1
23,11,checkout-6d9-a,260.5,8.3
23,11,checkout-6d9-b,243.2,8.7
23,12,checkout-6d9-a,251.8,11.9
23,12,checkout-6d9-b,241.8,8.8
23,13,checkout-6d9-a,241.9,9.8
23,13,checkout-6d9-b,259.8,7.7
23,14,checkout-6d9-a,247.7,10.9
23,14,checkout-6d9-b,240.6,8.4
23,15,checkout-6d9-a,271.7,11.3
23,15,checkout-6d9-b,264.1,6.9
23,16,checkout-6d9-a,298.9,11.5
23,16,checkout-6d9-b,315.7,10.5
23,17,checkout-6d9-a,349.3,12.7
23,17,checkout-6d9-b,353.5,12.7
23,18,checkout-6d9-a,403.3,13.6
23,18,checkout-6d9-b,407.1,14.6
23,19,checkout-6d9-a,434.7,16.2
23,19,checkout-6d9-b,434.8,14.4
23,20,checkout-6d9-a,439.7,15.4
23,20,checkout-6d9-b,455.7,13.5
23,21,checkout-6d9-a,427.5,16.8
23,21,checkout-6d9-b,443.5,15.2
23,22,checkout-6d9-a,401.8,11.3
23,22,checkout-6d9-b,392.6,10.2
23,23,checkout-6d9-a,346.6,11.7
23,23,checkout-6d9-b,335.4,13.1
24,0,checkout-6d9-a,146.5,6.3
24,0,checkout-6d9-b,165.6,8.1
24,1,checkout-6d9-a,153.3,8.1
24,1,checkout-6d9-b,149.5,6.7
24,2,checkout-6d9-a,151.9,3.3
24,2,checkout-6d9-b,146.0,5.4
24,3,checkout-6d9-a,148.7,4.8
24,3,checkout-6d9-b,149.2,6.5
24,4,checkout-6d9-a,146.3,6.3
24,4,checkout-6d9-b,170.1,6.7
24,5,checkout-6d9-a,145.3,6.1
24,5,checkout-6d9-b,149.0,5.2
24,6,checkout-6d9-a,158.7,6.0
24,6,checkout-6d9-b,169.0,6.0
24,7,checkout-6d9-a,184.3,9.1
24,7,checkout-6d9-b,187.2,8.2
24,8,checkout-6d9-a,203.3,7.6
24,8,checkout-6d9-b,178.6,6.4
24,9,checkout-6d9-a,221.9,8.0
24,9,checkout-6d9-b,206.8,9.0
24,10,checkout-6d9-a,246.9,10.9
24,10,checkout-6d9-b,236.5,9.5
24,11,checkout-6d9-a,243.8,8.9
24,11,checkout-6d9-b,247.0,10.6
24,12,checkout-6d9-a,247.1,9.2
24,12,checkout-6d9-b,250.0,11.5
24,13,checkout-6d9-a,238.8,8.3
24,13,checkout-6d9-b,258.8,10.6
24,14,checkout-6d9-a,251.2,9.6
24,14,checkout-6d9-b,239.0,10.0
24,15,checkout-6d9-a,260.4,6.7
24,15,checkout-6d9-b,265.7,7.6
24,16,checkout-6d9-a,299.7,8.8
24,16,checkout-6d9-b,314.4,13.3
24,17,checkout-6d9-a,339.1,13.0
24,17,checkout-6d9-b,346.4,13.5
24,18,checkout-6d9-a,396.2,12.5
24,18,checkout-6d9-b,402.8,15.0
24,19,checkout-6d9-a,457.1,13.7
24,19,checkout-6d9-b,425.2,11.8
24,20,checkout-6d9-a,453.0,16.8
24,20,checkout-6d9-b,461.5,15.0
24,21,checkout-6d9-a,442.0,14.7
24,21,checkout-6d9-b,433.7,11.9
24,22,checkout-6d9-a,403.4,15.1
24,22,checkout-6d9-b,383.6,14.7
24,23,checkout-6d9-a,341.9,13.1
24,23,checkout-6d9-b,335.5,12.8
25,0,checkout-6d9-a,142.8,8.0
25,0,checkout-6d9-b,135.5,5.7
25,1,checkout-6d9-a,154.3,6.9
25,1,checkout-6d9-b,146.0,4.4
25,2,checkout-6d9-a,154.7,7.8
25,2,checkout-6d9-b,152.0,5.3
25,3,checkout-6d9-a,145.7,5.5
25,3,checkout-6d9-b,163.5,7.5
25,4,checkout-6d9-a,147.9,8.2
25,4,checkout-6d9-b,137.0,5.3
25,5,checkout-6d9-a,165.8,5.9
25,5,checkout-6d9-b,150.2,6.7
25,6,checkout-6d9-a,177.0,10.0
25,6,checkout-6d9-b,148.1,5.5
25,7,checkout-6d9-a,178.2,5.4
25,7,checkout-6d9-b,162.3,7.2
25,8,checkout-6d9-a,190.0,8.5
25,8,checkout-6d9-b,197.5,5.2
25,9,checkout-6d9-a,218.4,10.6
25,9,checkout-6d9-b,217.8,9.2
25,10,checkout-6d9-a,224.3,8.0
25,10,checkout-6d9-b,249.2,9.1
25,11,checkout-6d9-a,252.1,7.8
25,11,checkout-6d9-b,264.1,6.4
25,12,checkout-6d9-a,265.1,12.2
25,12,checkout-6d9-b,243.6,10.3
25,13,checkout-6d9-a,245.1,8.7
25,13,checkout-6d9-b,244.0,9.0
25,14,checkout-6d9-a,238.8,8.7
25,14,checkout-6d9-b,246.4,7.2
25,15,checkout-6d9-a,250.1,10.6
25,15,checkout-6d9-b,263.7,9.4
25,16,checkout-6d9-a,303.2,12.2
25,16,checkout-6d9-b,312.0,8.6
25,17,checkout-6d9-a,337.8,10.1
25,17,checkout-6d9-b,348.1,10.0
25,18,checkout-6d9-a,385.1,10.7
25,18,checkout-6d9-b,388.8,12.2
25,19,checkout-6d9-a,441.3,12.6
25,19,checkout-6d9-b,443.4,12.5
25,20,checkout-6d9-a,468.6,12.7
25,20,checkout-6d9-b,446.6,14.3
25,21,checkout-6d9-a,425.9,13.3
25,21,checkout-6d9-b,431.2,11.2
25,22,checkout-6d9-a,405.6,13.4
25,22,checkout-6d9-b,393.7,13.6
25,23,checkout-6d9-a,342.5,11.4
25,23,checkout-6d9-b,339.7,10.7
26,0,checkout-6d9-a,150.7,3.3
26,0,checkout-6d9-b,145.9,7.2
26,1,checkout-6d9-a,153.6,6.8
26,1,checkout-6d9-b,149.4,5.2
26,2,checkout-6d9-a,156.8,9.0
26,2,checkout-6d9-b,165.7,6.3
26,3,checkout-6d9-a,155.6,6.5
26,3,checkout-6d9-b,159.8,6.9
26,4,checkout-6d9-a,143.0,8.9
26,4,checkout-6d9-b,148.6,6.3
26,5,checkout-6d9-a,172.8,5.9
26,5,checkout-6d9-b,150.5,7.2
26,6,checkout-6d9-a,180.6,5.7
26,6,checkout-6d9-b,177.3,5.5
26,7,checkout-6d9-a,177.6,7.0
26,7,checkout-6d9-b,181.8,5.9
26,8,checkout-6d9-a,199.8,9.4
26,8,checkout-6d9-b,195.9,6.0
26,9,checkout-6d9-a,237.6,8.5
26,9,checkout-6d9-b,233.8,9.3
26,10,checkout-6d9-a,241.7,9.8
26,10,checkout-6d9-b,258.4,8.0
26,11,checkout-6d9-a,251.6,8.6
26,11,checkout-6d9-b,255.0,10.0
26,12,checkout-6d9-a,260.2,7.6
26,12,checkout-6d9-b,265.3,9.7
26,13,checkout-6d9-a,250.7,6.4
26,13,checkout-6d9-b,268.8,10.3
26,14,checkout-6d9-a,262.8,10.9
26,14,checkout-6d9-b,261.4,8.9
26,15,checkout-6d9-a,255.5,11.3
26,15,checkout-6d9-b,293.8,9.7
26,16,checkout-6d9-a,312.1,9.0
26,16,checkout-6d9-b,323.0,8.1
26,17,checkout-6d9-a,358.5,13.0
26,17,checkout-6d9-b,363.4,13.0
26,18,checkout-6d9-a,411.7,12.6
26,18,checkout-6d9-b,428.2,14.8
26,19,checkout-6d9-a,443.6,14.6
26,19,checkout-6d9-b,442.2,14.1
26,20,checkout-6d9-a,480.7,16.0
26,20,checkout-6d9-b,479.3,14.4
26,21,checkout-6d9-a,449.7,14.4
26,21,checkout-6d9-b,457.2,15.9
26,22,checkout-6d9-a,425.2,12.3
26,22,checkout-6d9-b,414.8,15.1
26,23,checkout-6d9-a,364.9,13.5
26,23,checkout-6d9-b,369.1,13.6
27,0,checkout-6d9-a,130.2,6.8
27,0,checkout-6d9-b,125.0,4.1
27,1,checkout-6d9-a,139.8,7.8
27,1,checkout-6d9-b,146.4,5.8
27,2,checkout-6d9-a,130.7,5.1
27,2,checkout-6d9-b,135.3,5.4
27,3,checkout-6d9-a,136.1,8.3
27,3,checkout-6d9-b,139.7,4.7
27,4,checkout-6d9-a,133.0,6.5
27,4,checkout-6d9-b,132.2,4.5
27,5,checkout-6d9-a,140.2,3.3
27,5,checkout-6d9-b,140.5,2.7
27,6,checkout-6d9-a,145.9,7.4
27,6,checkout-6d9-b,140.1,6.1
27,7,checkout-6d9-a,166.6,5.6
27,7,checkout-6d9-b,152.2,6.2
27,8,checkout-6d9-a,184.0,8.0
27,8,checkout-6d9-b,175.7,7.7
27,9,checkout-6d9-a,205.2,6.4
27,9,checkout-6d9-b,204.8,6.1
27,10,checkout-6d9-a,206.0,8.4
